# Constructed from biom file
#OTU.ID	IA66.10.mos	IA66.1yr	IA66.20mo	IA66.d0	IA66.d125	IA66.d35	IA66.pre	KF35.10.mos	KF35.1yr	KF35.d0	KF35.d35	KF35.pre	KG04.10.mos	KG04.19mo	KG04.1yr	KG04.d0	KG04.d125	KG04.d35	KG04.pre	KG56.10.mos	KG56.1yr	KG56.d0	KG56.d125	KG56.d35	KG56.pre	KT85.10.mos	KT85.1yr	KT85.20mo	KT85.d0	KT85.d125	KT85.pre	KV82.10.mos	KV82.19mo	KV82.1yr	KV82.d0	KV82.d125	KV82.d35	KV82.pre	Consensus.Lineage
237	60	45	18	63	28	77	66	88	67	56	59	255	223	250	234	160	173	209	38	194	64	247	34	98	276	91	232	88	119	139	48	64	264	76	79	63	83	76	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__
238	37	50	12	43	34	17	41	67	39	33	28	78	45	65	39	18	22	24	24	85	88	61	29	36	77	68	68	59	30	14	51	41	68	50	16	16	39	34	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Elizabethkingia; s__meningoseptica
253	44	79	19	61	15	36	68	103	77	48	55	107	90	94	74	46	33	49	37	62	111	60	37	48	79	88	87	70	75	46	64	57	169	83	56	45	46	93	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Chryseobacterium; s__indologenes
256	10	18	4	10	7	11	17	17	13	20	8	28	26	65	41	25	25	24	19	40	16	51	11	16	47	20	29	19	22	18	14	10	46	24	17	15	15	31	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Myroides; s__odoratus
262	69	87	24	36	24	32	56	21	40	66	23	70	32	46	59	53	25	38	59	62	50	37	30	30	41	45	60	77	29	13	64	16	47	25	48	19	18	57	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Francisellaceae; g__Francisella; s__
263	26	43	2	6	16	8	16	25	12	5	8	11	16	6	10	22	9	14	33	25	26	28	12	20	17	30	33	36	7	14	38	27	20	22	15	12	7	62	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Francisellaceae; g__Francisella; s__tularensis
265	20	14	5	22	11	17	40	10	25	9	7	23	34	17	30	16	15	13	38	24	38	10	26	14	40	21	35	39	10	14	29	12	29	30	21	9	6	34	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__
266	46	19	5	21	32	26	62	25	26	4	22	41	47	25	57	11	23	16	41	22	38	30	25	21	46	40	30	52	8	18	39	33	20	38	29	14	10	37	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__denitrificans
270	126	66	16	27	44	45	90	54	62	19	14	62	49	56	81	39	40	28	82	35	58	44	40	32	75	84	65	80	36	41	52	69	41	122	57	15	12	208	k__Bacteria; p__Deinococcus-Thermus; c__Deinococci; o__Thermales; f__Thermaceae; g__Thermus; s__
271	38	82	5	31	20	14	41	15	25	14	6	30	15	23	31	11	15	12	35	20	36	12	22	21	49	40	21	42	21	25	26	28	10	26	22	12	1	46	k__Bacteria; p__Deinococcus-Thermus; c__Deinococci; o__Thermales; f__Thermaceae; g__Thermus; s__aquaticus
274	68	25	5	22	12	13	38	19	23	6	6	16	37	22	35	11	9	13	22	15	28	11	19	9	37	35	7	13	14	27	15	29	17	50	11	10	13	51	k__Bacteria; p__Deinococcus-Thermus; c__Deinococci; o__Thermales; f__Thermaceae; g__Thermus; s__thermophilus
277	34	27	6	27	24	15	53	13	20	15	10	32	27	33	37	23	29	9	35	24	48	17	17	17	43	24	17	39	17	16	25	32	33	36	17	11	13	54	k__Bacteria; p__Deinococcus-Thermus; c__Deinococci; o__Thermales; f__Thermaceae; g__Meiothermus; s__ruber
280	55	81	29	21	23	33	40	31	16	9	7	28	39	31	54	9	25	8	47	34	50	22	22	27	48	47	33	28	14	24	20	37	31	50	27	20	10	39	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Xanthobacter; s__autotrophicus
283	3	4	0	5	2	2	2	1	0	2	2	6	6	2	3	1	2	1	8	5	4	4	2	5	12	7	4	8	0	1	1	5	2	2	2	0	1	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas; s__
285	61	71	24	35	64	30	107	54	61	46	60	77	71	81	88	25	43	22	111	60	98	40	52	44	88	71	71	64	47	32	66	42	99	108	51	48	61	84	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas; s__testosteroni
286	1072	833	136	404	424	519	1099	592	596	375	264	804	744	783	985	408	486	327	762	563	910	464	523	469	1036	857	776	867	469	382	748	719	754	965	538	268	319	913	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
287	112	82	13	44	69	58	122	35	74	24	41	50	67	74	102	20	41	38	110	58	90	43	41	66	99	95	58	68	50	48	69	66	99	90	46	25	31	111	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__aeruginosa
288	3	29	2	7	2	5	8	12	6	2	0	2	7	13	11	7	5	7	11	5	14	6	9	11	14	7	8	5	3	10	7	12	17	4	7	3	2	11	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas; s__atlantica
292	57	31	3	19	18	16	30	17	21	10	4	32	24	12	33	9	14	16	32	15	36	18	26	28	46	48	17	27	26	17	28	24	11	25	17	16	16	37	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__cepacia
293	51	20	6	18	15	99	21	15	18	19	24	21	26	16	18	11	10	15	53	13	32	10	15	23	36	71	38	38	11	23	30	60	17	26	16	20	15	69	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas; s__diminuta
294	143	224	29	84	93	64	163	157	117	65	96	237	177	205	145	61	59	74	123	141	181	72	73	66	203	200	143	163	93	69	129	125	261	202	102	68	98	214	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__fluorescens
296	21	30	4	11	7	6	14	17	11	3	4	11	21	24	35	4	5	14	16	4	14	14	6	17	28	25	17	8	7	4	14	20	23	5	1	5	3	19	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__fragi
300	109	62	9	44	79	51	105	30	37	22	26	51	40	48	87	33	29	25	69	30	61	28	37	33	90	96	67	78	45	32	53	64	58	68	50	23	16	100	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__mendocina
303	177	177	21	74	50	76	131	92	81	57	46	135	160	101	107	35	79	52	147	93	132	53	63	68	183	140	79	113	55	47	140	91	94	104	75	54	46	105	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__putida
305	65	97	7	45	59	30	76	54	77	30	16	52	75	43	48	27	30	24	88	38	79	37	48	59	90	69	73	73	32	46	87	49	45	85	66	17	30	62	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Ralstonia; s__solanacearum
316	225	203	28	129	92	96	278	159	130	65	88	186	178	172	227	77	96	69	176	126	168	96	114	105	188	208	140	210	78	104	160	138	144	188	130	40	71	185	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__stutzeri
317	86	81	14	15	31	29	60	39	22	30	34	35	54	54	60	26	26	22	71	53	81	33	20	36	34	69	43	35	47	20	24	59	67	59	22	54	28	37	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__syringae
329	34	281	133	24	25	25	216	30	144	16	12	441	33	311	287	9	19	17	422	17	505	10	16	11	419	44	381	375	19	10	245	21	200	78	21	19	8	540	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Ralstonia; s__pickettii
330	10	24	16	9	4	3	21	39	20	8	7	18	22	5	19	3	12	9	8	11	12	4	9	4	17	9	5	5	5	4	13	13	10	3	6	4	6	11	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__pseudoalcaligenes
337	40	31	5	14	5	7	19	6	15	8	7	15	9	14	19	12	2	13	36	7	14	7	22	11	16	14	7	18	6	9	18	7	18	15	18	6	7	26	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__glumae
338	92	61	14	34	49	42	103	59	59	23	26	69	116	84	118	27	51	30	66	59	85	35	46	55	94	99	75	67	51	53	79	83	56	88	52	18	24	100	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Xanthomonas; s__
339	57	24	10	21	29	43	66	25	40	25	32	83	65	44	52	23	37	19	44	47	63	19	24	36	58	50	40	47	27	27	36	39	26	37	30	12	15	57	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Xanthomonas; s__campestris
343	88	12	5	19	26	30	37	26	21	6	4	30	34	35	40	14	23	14	55	16	45	29	27	22	42	54	35	50	22	31	44	35	14	33	38	9	6	56	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Xanthomonas; s__translucens
346	10	17	4	3	3	3	13	5	10	0	3	12	7	9	7	11	6	4	6	9	6	7	3	2	13	6	7	8	5	3	2	4	6	19	9	0	5	8	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Xanthomonas; s__citri
347	11	4	1	9	15	4	17	7	23	6	15	6	4	17	18	6	9	4	7	6	7	9	8	7	13	8	10	14	9	4	8	13	8	9	6	5	5	29	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Xanthomonas; s__oryzae
352	7	1	1	2	2	1	2	0	0	3	2	1	2	1	0	2	2	0	3	0	5	1	2	2	1	9	1	2	1	1	1	1	1	2	1	0	0	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Azotobacter; s__
353	66	44	7	33	29	31	65	25	38	32	18	61	36	53	54	15	34	17	40	48	26	28	27	32	60	77	52	83	15	33	49	38	31	39	22	6	11	40	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Azotobacter; s__chroococcum
354	17	8	3	13	8	10	27	9	10	14	9	17	23	15	31	14	6	10	23	8	35	17	16	14	28	20	18	26	10	9	23	25	7	17	16	6	5	28	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Azotobacter; s__vinelandii
356	571	349	83	256	324	343	546	241	355	101	89	313	352	338	509	177	274	186	542	230	437	230	301	282	576	518	280	505	231	272	383	372	240	573	405	83	78	572	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
357	53	85	10	29	46	36	71	16	35	21	23	56	27	58	42	21	17	14	56	24	37	23	28	29	45	27	23	35	18	23	45	37	28	31	31	22	13	36	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__
358	151	71	18	58	94	71	154	59	77	43	43	124	82	73	122	61	56	45	104	91	98	45	73	63	169	136	99	139	72	51	114	67	66	71	64	30	40	138	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__tumefaciens
359	71	12	3	21	29	22	48	32	27	10	9	33	37	30	36	14	26	9	48	15	25	20	22	19	51	34	24	42	14	14	25	32	25	34	17	4	12	45	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__rhizogenes
373	35	26	7	14	23	22	45	20	40	13	11	31	27	43	46	19	7	16	24	30	40	17	21	17	27	30	38	40	17	13	18	24	48	64	21	7	7	36	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__vitis
374	176	112	23	74	83	88	244	78	117	29	26	118	153	131	128	50	77	47	125	94	186	70	66	62	174	171	109	147	50	75	131	124	83	98	86	24	25	126	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bradyrhizobium; s__
375	19	8	1	3	8	9	15	9	11	6	1	23	18	12	21	3	12	10	14	3	18	5	6	9	6	28	12	9	6	7	18	11	4	7	17	4	4	20	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bradyrhizobium; s__japonicum
376	17	4	3	6	13	1	12	7	9	3	2	5	5	7	14	4	3	3	3	0	5	4	5	2	6	11	3	13	2	19	6	4	1	7	6	1	2	14	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bradyrhizobium; s__sp.
379	187	169	18	82	101	96	137	70	101	45	40	157	138	121	139	65	90	56	191	79	137	57	84	84	171	175	91	147	59	100	132	119	83	123	100	37	32	173	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Rhizobium; s__
380	159	85	20	52	48	74	150	77	81	20	25	86	111	87	113	42	49	40	104	56	100	42	56	46	114	116	79	130	63	63	76	102	71	124	66	24	23	126	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Sinorhizobium; s__fredii
381	22	44	2	12	16	14	14	19	12	11	10	26	20	10	12	7	15	7	19	13	27	8	8	8	26	25	14	16	15	13	17	17	10	24	12	6	8	25	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Phyllobacteriaceae; g__Mesorhizobium; s__loti
382	84	33	5	29	30	46	60	71	29	20	14	38	30	55	51	21	32	32	66	29	41	14	32	30	66	48	27	44	40	31	47	36	44	45	34	12	15	58	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Sinorhizobium; s__meliloti
384	207	112	29	100	89	135	185	73	109	51	42	123	122	120	148	70	86	59	185	64	133	74	66	87	178	195	141	153	66	88	124	109	87	153	118	34	39	202	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Rhizobium; s__leguminosarum
396	22	47	16	17	35	25	50	21	26	14	3	41	24	32	37	17	18	12	33	26	31	19	21	14	67	34	24	29	18	25	30	22	18	35	50	9	5	69	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Rhizobium; s__phaseoli
398	32	18	7	16	11	25	47	14	17	8	18	26	29	31	31	16	7	11	17	14	20	7	15	15	21	20	22	19	24	8	13	19	37	20	11	9	25	32	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Rhizobium; s__tropici
399	61	42	11	31	25	46	57	53	48	12	32	71	66	43	76	29	36	30	60	54	45	20	37	28	64	72	31	66	24	43	59	52	37	59	46	18	19	60	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Neorhizobium; s__galegae
403	2	7	2	6	16	5	12	0	1	0	4	3	1	1	15	7	9	2	6	1	1	2	5	0	15	2	3	0	1	6	16	0	6	12	7	0	3	4	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__; s__
405	28	32	2	4	27	32	43	26	18	10	16	39	28	20	29	18	16	18	40	25	30	20	23	21	41	34	28	25	11	17	15	19	19	18	25	5	7	19	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Methylophilaceae; g__Methylobacillus; s__flagellatus
407	146	240	22	85	74	64	158	96	80	68	73	80	128	72	83	40	57	46	102	90	110	59	95	44	97	130	123	100	45	52	111	72	111	123	56	36	83	113	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium; s__
408	43	24	5	17	18	17	37	32	35	20	17	29	43	34	50	24	8	24	32	30	47	18	25	28	33	51	20	40	15	20	44	27	29	34	40	20	25	30	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylorubrum; s__extorquens
414	72	31	39	15	25	27	43	41	24	27	11	45	28	23	32	13	23	9	40	27	30	9	29	16	60	62	21	42	19	23	46	30	33	30	25	20	15	31	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylococcus; s__capsulatus
416	16	8	4	5	3	10	43	23	20	7	9	14	34	15	31	11	16	7	17	9	20	9	12	17	19	14	13	8	10	5	8	20	17	17	7	4	12	10	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylomonas; s__
421	15	40	4	9	12	29	33	20	21	12	9	11	30	19	38	26	19	22	33	32	19	12	22	11	26	23	16	30	19	17	16	16	29	52	14	10	5	24	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylomonas; s__methanica
426	105	32	7	46	29	29	49	27	38	7	6	74	66	24	32	23	33	21	57	34	22	26	24	25	45	45	32	55	20	39	62	40	26	62	21	14	9	74	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__Methylosinus; s__trichosporium
433	53	65	3	19	19	13	28	28	26	4	4	20	22	14	47	22	17	17	50	10	16	10	16	15	33	35	19	32	12	12	28	23	44	25	22	1	11	26	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
434	61	152	6	30	15	38	60	45	40	22	23	63	58	18	32	25	39	19	57	63	60	28	25	20	81	71	38	32	30	12	48	31	38	41	27	26	17	43	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Acetobacter; s__
435	75	60	10	22	24	52	52	42	35	19	10	24	26	38	69	13	33	27	58	14	36	19	23	38	67	66	48	45	30	34	30	55	28	60	42	7	19	70	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Acetobacter; s__aceti
436	19	17	4	7	20	20	18	7	16	9	22	57	19	20	17	16	12	8	17	28	32	12	11	12	29	38	21	25	15	15	43	9	18	21	23	43	10	46	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Komagataeibacter; s__hansenii
438	31	69	14	49	23	22	29	35	31	51	86	96	77	102	48	20	24	30	34	68	56	27	36	21	41	60	85	60	41	11	57	32	134	65	45	34	58	43	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Acetobacter; s__pasteurianus
441	1	2	0	4	2	11	3	6	4	4	0	12	0	1	11	5	8	2	13	6	7	1	5	4	11	1	4	17	3	5	7	9	6	13	5	0	1	11	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Gluconobacter; s__
442	94	46	14	31	44	30	84	31	28	26	15	40	45	36	49	32	27	25	70	30	53	23	41	38	88	67	41	43	25	24	31	34	43	73	28	37	25	52	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Gluconobacter; s__oxydans
444	0	0	0	0	4	4	5	0	3	0	1	4	0	2	1	2	1	2	6	2	2	3	2	3	11	1	3	0	6	5	2	1	0	2	2	1	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__; s__
445	21	38	2	10	16	7	11	1	4	0	0	8	5	4	2	12	2	3	5	3	1	9	9	6	35	26	18	9	16	28	11	2	2	0	46	0	2	23	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella; s__
446	62	48	34	28	20	22	35	15	15	17	9	36	12	14	23	38	18	25	40	15	26	16	29	11	37	33	55	31	23	28	35	13	40	20	38	14	9	61	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella; s__pneumophila
449	7	9	1	2	5	0	6	1	5	5	0	4	8	7	6	3	0	6	10	2	6	3	7	2	14	9	12	3	10	4	13	1	2	0	3	5	2	9	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella; s__hackeliae
450	10	69	0	3	3	2	1	13	6	2	0	6	1	2	2	7	7	5	29	20	49	2	4	6	3	7	11	17	8	3	10	1	3	6	5	5	3	5	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella; s__longbeachae
451	11	5	1	6	3	15	14	2	6	5	3	17	7	19	12	5	5	7	3	11	7	11	13	13	7	42	28	20	5	10	10	1	16	6	3	3	6	23	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Tatlockia; s__micdadei
452	3	15	1	4	4	2	12	9	6	2	0	3	4	13	10	12	4	11	10	2	4	1	2	2	3	8	6	8	7	2	5	3	7	4	5	1	2	10	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella; s__spiritensis
463	3	8	2	5	10	4	6	3	4	2	4	15	10	3	17	17	3	4	7	4	17	6	5	6	12	0	3	6	7	10	8	3	6	5	6	2	6	10	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Fluoribacter; s__dumoffii
468	2	71	1	5	3	4	4	6	1	1	3	13	1	12	1	4	1	3	29	7	5	5	6	9	18	5	23	7	5	14	13	0	0	0	3	0	1	4	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__; s__
469	57	212	9	57	29	40	72	47	32	18	27	44	29	48	41	72	28	30	79	91	61	48	54	52	64	66	64	69	23	31	69	15	49	34	27	13	14	72	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__
470	3	30	11	6	10	5	20	8	5	8	10	11	3	6	10	28	7	7	20	6	8	11	17	11	11	35	13	12	7	6	14	13	1	16	23	6	1	23	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__baumannii
471	1	4	2	1	3	1	4	3	6	5	0	4	1	2	4	5	4	5	2	0	4	18	2	5	5	1	7	8	4	2	10	4	6	11	3	1	0	5	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__calcoaceticus
475	18	27	4	2	5	29	38	27	24	13	12	25	23	19	21	23	21	13	7	9	38	28	36	20	21	25	12	16	25	9	18	28	39	40	11	11	19	23	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Moraxella; s__
476	12	43	3	14	5	3	24	11	8	18	35	36	9	19	9	10	13	8	11	28	17	11	16	3	12	13	19	13	18	9	35	4	30	11	19	18	28	23	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Moraxella; s__bovis
480	13	91	3	7	23	9	9	4	11	1	2	9	8	22	14	9	17	5	7	14	3	9	0	2	16	17	21	12	10	4	20	7	21	3	19	2	2	11	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Moraxella; s__catarrhalis
481	12	49	6	6	11	23	9	3	6	11	10	14	5	15	16	12	8	8	40	10	7	13	7	16	35	11	10	11	8	16	13	5	14	12	13	29	1	15	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__; s__
482	94	51	21	47	41	100	122	52	48	42	24	77	92	90	103	57	60	66	106	58	69	81	53	89	131	76	78	105	49	52	74	50	56	76	73	34	22	58	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria; s__
483	15	11	3	7	6	4	11	13	12	4	6	4	12	5	22	5	14	4	13	6	28	6	2	7	15	18	13	12	9	6	17	7	7	15	4	4	9	19	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria; s__cinerea
485	15	4	1	2	3	7	5	14	12	22	14	29	15	8	10	4	10	3	10	3	25	4	17	11	26	8	5	8	3	5	12	16	10	15	7	4	4	10	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria; s__gonorrhoeae
486	27	18	5	12	24	27	15	12	27	8	9	10	37	27	52	32	21	34	16	12	25	13	22	28	33	17	55	13	17	33	24	17	22	15	13	7	3	18	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria; s__lactamica
487	72	59	14	38	20	32	76	53	52	37	45	76	88	55	73	47	38	33	72	62	67	44	36	46	89	61	50	45	34	31	70	56	50	54	41	41	35	80	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria; s__meningitidis
488	6	2	2	4	7	8	6	6	8	4	3	2	13	3	7	1	6	4	4	11	5	8	5	9	26	10	2	9	11	4	6	4	6	8	7	1	2	22	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria; s__mucosa
490	5	6	0	1	4	3	15	2	9	2	5	8	5	4	5	2	5	2	14	8	13	1	6	9	18	2	6	9	3	4	8	10	6	12	3	2	2	5	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria; s__sicca
495	42	26	9	20	23	30	35	59	33	26	24	32	44	35	36	17	13	13	45	32	36	23	28	16	50	27	35	40	24	32	32	36	53	29	34	15	34	47	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria; s__elongata
497	36	59	19	33	10	21	95	80	29	46	25	62	49	78	75	67	39	31	29	56	55	25	46	30	70	81	64	50	32	16	37	55	52	35	44	31	25	61	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Psychrobacter; s__
